hits (Home-Away),homeruns (Home-Away),leftonbase (Home-Away),obp (Home-Away),slg (Home-Away),strikeouts (Home-Away),strikepercentage (Home-Away),whip (Home-Away),SP ERA (Home-Away),y
6.0,1.0,12.0,0.11399999999999999,0.188,2.0,0.10999999999999999,-0.5199999999999999,3.0,1
-2.0,-1.0,6.0,0.016000000000000014,0.07400000000000001,-3.0,-0.029999999999999916,-0.3799999999999999,11.170000000000002,0
5.0,0.0,7.0,0.07599999999999996,0.022999999999999965,1.0,-0.010000000000000009,-0.48,-5.4,1
-6.0,-1.0,-9.0,-0.061,-0.064,1.0,-0.050000000000000044,0.050000000000000044,9.0,0
2.0,2.0,6.0,0.07400000000000001,0.04799999999999999,4.0,0.030000000000000027,-0.57,-6.890000000000001,1
0.0,0.0,-11.0,-0.051000000000000045,-0.10999999999999999,-1.0,-0.009999999999999898,0.17999999999999994,-2.19,1
1.0,-3.0,8.0,-0.0030000000000000027,-0.17700000000000002,2.0,0.040000000000000036,0.07000000000000006,2.25,0
4.0,-1.0,6.0,0.04199999999999998,0.014000000000000012,-2.0,0.040000000000000036,0.040000000000000036,-0.1299999999999999,0
-6.0,-1.0,-2.0,0.041000000000000036,0.133,0.0,0.0,0.21999999999999997,4.5,0
8.0,-1.0,10.0,0.127,0.22000000000000003,10.0,-0.030000000000000027,-0.44999999999999996,-2.76,1
3.0,0.0,1.0,-0.02300000000000002,0.15800000000000003,-10.0,-0.07000000000000006,0.1100000000000001,6.0,0
1.0,3.0,-7.0,0.07300000000000001,0.256,0.0,-0.040000000000000036,-0.18999999999999995,-6.75,1
-3.0,-2.0,7.0,0.03500000000000003,0.08900000000000002,0.0,0.09999999999999998,0.21999999999999997,2.25,0
3.0,1.0,-1.0,0.123,0.20600000000000002,3.0,0.040000000000000036,-0.5,0.0,1
-4.0,-2.0,-3.0,-0.03400000000000003,0.023999999999999966,1.0,-0.040000000000000036,0.3700000000000001,4.2,0
4.0,2.0,-1.0,-0.006000000000000005,0.183,2.0,0.010000000000000009,0.020000000000000018,-17.03,1
3.0,0.0,1.0,0.03699999999999998,0.013000000000000012,5.0,-0.030000000000000027,0.5499999999999999,0.0,1
3.0,3.0,2.0,0.07699999999999996,0.08200000000000002,2.0,0.010000000000000009,-0.04999999999999982,-5.7700000000000005,1
2.0,0.0,4.0,-0.045999999999999985,-0.09100000000000003,6.0,0.030000000000000027,0.1399999999999999,3.0,1
-3.0,-1.0,5.0,-0.009999999999999953,-0.0050000000000000044,1.0,0.07999999999999996,0.53,-2.63,1
0.0,1.0,-6.0,-0.065,-0.04700000000000004,9.0,0.010000000000000009,-0.05999999999999983,-5.06,1
0.0,-1.0,7.0,-0.010999999999999954,-0.07700000000000001,-7.0,-0.050000000000000044,-0.050000000000000044,0.0,0
-4.0,1.0,-3.0,-0.08200000000000002,-0.32,0.0,-0.020000000000000018,0.19999999999999996,15.59,0
2.0,-1.0,4.0,-0.0040000000000000036,0.09599999999999997,-4.0,0.030000000000000027,-0.22999999999999998,2.5700000000000003,1
-3.0,1.0,-4.0,-0.08599999999999997,-0.055999999999999994,0.0,-0.010000000000000009,0.42999999999999994,1.2000000000000002,0
0.0,-1.0,3.0,0.05399999999999999,0.0010000000000000009,4.0,0.020000000000000018,-0.11999999999999988,0.0,1
12.0,2.0,11.0,-0.016000000000000014,-0.04600000000000004,3.0,0.07999999999999996,-0.07000000000000006,-4.5,1
5.0,0.0,8.0,-0.031000000000000028,-0.09000000000000002,0.0,-0.029999999999999916,-0.16999999999999993,-2.6500000000000004,1
0.0,1.0,-4.0,-0.068,-0.023999999999999966,7.0,-0.05999999999999994,0.14,-6.43,1
0.0,1.0,-6.0,0.03699999999999998,0.028000000000000025,2.0,0.09999999999999998,0.45000000000000007,-5.79,1
2.0,-1.0,16.0,-0.02400000000000002,-0.07900000000000001,-3.0,-0.050000000000000044,-0.08000000000000007,2.4399999999999995,0
2.0,2.0,4.0,0.07599999999999996,0.10599999999999998,-1.0,0.020000000000000018,-0.10000000000000009,-9.6,1
-3.0,0.0,-4.0,-0.030000000000000027,0.015000000000000013,3.0,0.019999999999999907,0.32000000000000006,-10.02,1
3.0,2.0,12.0,0.0050000000000000044,0.02300000000000002,-1.0,0.1499999999999999,0.32999999999999985,-9.0,1
1.0,0.0,-7.0,-0.08099999999999996,-0.03200000000000003,-14.0,-0.050000000000000044,0.40000000000000013,-5.7,1
-3.0,-2.0,3.0,0.043999999999999984,-0.031000000000000028,-5.0,-0.010000000000000009,-0.06999999999999984,2.25,0
-10.0,-2.0,-4.0,-0.09100000000000003,-0.335,-3.0,0.020000000000000018,0.28,6.75,0
-7.0,1.0,-5.0,-0.04400000000000004,-0.10299999999999998,1.0,-0.020000000000000018,-0.030000000000000027,4.66,0
-6.0,1.0,0.0,-0.05499999999999999,-0.03300000000000003,-7.0,0.10999999999999999,0.10000000000000009,-0.8500000000000005,1
-2.0,0.0,-5.0,-0.063,-0.029000000000000026,0.0,0.06000000000000005,-0.010000000000000009,2.25,1
-2.0,-4.0,4.0,0.02699999999999997,-0.01699999999999996,-6.0,0.010000000000000009,0.3999999999999999,7.199999999999999,0
-3.0,-2.0,5.0,-0.02799999999999997,-0.065,-1.0,0.0,0.010000000000000009,5.79,0
-2.0,0.0,-5.0,-0.02400000000000002,-0.07699999999999996,1.0,-0.050000000000000044,0.030000000000000027,1.1400000000000006,0
3.0,-1.0,-3.0,0.0010000000000000009,0.09899999999999998,0.0,0.06000000000000005,-0.21999999999999997,-5.25,1
5.0,2.0,-3.0,-0.0030000000000000027,-0.02799999999999997,-2.0,0.020000000000000018,-0.18000000000000016,-12.15,1
-3.0,1.0,-7.0,-0.04299999999999998,-0.07500000000000001,-1.0,0.06000000000000005,0.1200000000000001,-2.2200000000000006,1
0.0,-1.0,2.0,-0.059,-0.03700000000000003,4.0,0.030000000000000027,0.32000000000000006,-1.7999999999999998,1
9.0,0.0,0.0,-0.02300000000000002,-0.03999999999999998,1.0,0.040000000000000036,-0.019999999999999796,-14.4,1
-3.0,-1.0,9.0,0.05299999999999999,-0.043999999999999984,3.0,0.14,-0.1299999999999999,6.35,1
-1.0,0.0,-7.0,-0.07500000000000001,-0.289,1.0,0.050000000000000044,0.21999999999999997,-7.71,1
3.0,0.0,-3.0,-0.05500000000000005,-0.016000000000000014,-1.0,-0.040000000000000036,-0.040000000000000036,-1.45,1
3.0,0.0,10.0,0.08399999999999996,0.10800000000000004,-1.0,0.030000000000000027,-0.19999999999999996,2.18,1
8.0,0.0,5.0,-0.02100000000000002,-0.061,5.0,-0.010000000000000009,-0.1499999999999999,-1.5,1
-1.0,-1.0,1.0,-0.02799999999999997,0.006000000000000005,-3.0,0.030000000000000027,0.2899999999999998,-4.82,0
3.0,1.0,-3.0,0.033999999999999975,0.0040000000000000036,6.0,-0.020000000000000018,0.32000000000000006,-9.110000000000001,1
-7.0,0.0,-19.0,-0.008000000000000007,0.017000000000000015,2.0,0.020000000000000018,0.3600000000000001,6.75,0
0.0,1.0,-2.0,-0.04899999999999999,-0.02100000000000002,-4.0,-0.020000000000000018,0.09000000000000008,0.0,1
5.0,-1.0,2.0,-0.0040000000000000036,-0.045999999999999985,2.0,-0.040000000000000036,-0.050000000000000044,0.9699999999999998,1
-4.0,-1.0,-8.0,-0.01100000000000001,0.067,-3.0,-0.07999999999999996,-0.16999999999999993,-0.9400000000000004,1
6.0,2.0,0.0,0.006000000000000005,0.013999999999999957,5.0,-0.010000000000000009,-0.20999999999999996,-0.8999999999999999,1
2.0,1.0,5.0,0.0020000000000000018,-0.009000000000000008,-4.0,0.0,-0.020000000000000018,-3.0,1
-2.0,1.0,-1.0,-0.0050000000000000044,-0.11800000000000005,-2.0,0.040000000000000036,-0.1499999999999999,-6.0,1
1.0,-1.0,-5.0,-0.08200000000000002,-0.16499999999999998,4.0,-0.06000000000000005,0.06000000000000005,-5.3100000000000005,1
0.0,0.0,-1.0,-0.017000000000000015,-0.052000000000000046,10.0,-0.07000000000000006,0.28,1.5,1
-8.0,0.0,-3.0,0.007000000000000006,0.056999999999999995,1.0,0.040000000000000036,0.25,3.21,0
2.0,0.0,6.0,-0.015000000000000013,0.006000000000000005,3.0,0.050000000000000044,-0.18000000000000016,-2.45,1
7.0,0.0,11.0,0.09699999999999998,0.10199999999999998,2.0,0.05999999999999994,0.32999999999999985,-5.79,1
2.0,1.0,1.0,0.03999999999999998,0.045999999999999985,-3.0,0.0,-0.18999999999999995,-4.85,1
-2.0,-1.0,-4.0,0.016000000000000014,0.024999999999999967,3.0,-0.10000000000000009,-0.07000000000000006,8.14,0
2.0,0.0,-6.0,0.029000000000000026,0.05099999999999999,4.0,-0.050000000000000044,0.26,-0.9799999999999998,1
-1.0,0.0,-5.0,0.02699999999999997,0.057999999999999996,6.0,-0.09999999999999998,0.22999999999999998,0.0,0
1.0,0.0,8.0,-0.04299999999999998,-0.006000000000000005,-1.0,0.039999999999999925,0.41000000000000014,1.67,0
3.0,4.0,-3.0,0.0020000000000000018,-0.065,0.0,-0.029999999999999916,-0.17999999999999994,-8.31,1
1.0,0.0,-5.0,0.02999999999999997,0.05399999999999999,0.0,0.010000000000000009,0.20999999999999996,0.0,1
6.0,0.0,14.0,0.0,0.02200000000000002,10.0,0.040000000000000036,-0.26,2.25,1
-1.0,1.0,-2.0,-0.07800000000000001,-0.14700000000000002,1.0,0.010000000000000009,0.07999999999999985,5.7,0
3.0,0.0,-15.0,-0.010000000000000009,-0.03400000000000003,9.0,-0.050000000000000044,0.25,-14.4,1
-1.0,-1.0,-8.0,-0.0010000000000000009,0.04799999999999999,-4.0,-0.050000000000000044,0.28,1.59,0
3.0,0.0,1.0,0.014000000000000012,-0.02200000000000002,-4.0,0.020000000000000018,-0.3500000000000001,2.57,0
2.0,0.0,6.0,-0.063,-0.10699999999999998,1.0,0.0,0.13000000000000012,1.200000000000001,1
0.0,0.0,11.0,0.09599999999999997,0.08000000000000002,5.0,0.13,0.24,-2.25,1
-4.0,0.0,-4.0,0.033999999999999975,0.030000000000000027,4.0,0.010000000000000009,-0.17000000000000015,1.5,1
-6.0,-2.0,5.0,-0.007000000000000006,-0.028000000000000025,-7.0,0.07999999999999996,0.21999999999999997,5.3100000000000005,0
1.0,1.0,8.0,0.02300000000000002,0.03899999999999998,1.0,0.10999999999999999,-0.13000000000000012,-4.2,1
-3.0,0.0,-2.0,0.018000000000000016,0.039000000000000035,-7.0,-0.030000000000000027,0.28,0.0,0
-4.0,0.0,-4.0,0.01699999999999996,0.03999999999999998,1.0,-0.06999999999999995,0.25,1.5,0
2.0,0.0,-9.0,-0.03199999999999997,0.009000000000000008,2.0,-0.05999999999999994,0.33000000000000007,-15.75,1
-2.0,0.0,11.0,-0.062,-0.136,0.0,0.06000000000000005,0.030000000000000027,0.0,1
-8.0,-1.0,-15.0,-0.016000000000000014,0.0010000000000000009,7.0,0.010000000000000009,-0.13000000000000012,0.0,0
1.0,-1.0,-9.0,-0.003999999999999948,-0.061,-1.0,-0.040000000000000036,-0.1499999999999999,0.0,0
-7.0,-3.0,0.0,0.08099999999999996,0.045999999999999985,2.0,-0.019999999999999907,0.28,7.71,0
-10.0,0.0,-15.0,-0.03799999999999998,-0.009000000000000008,5.0,0.10000000000000009,0.3700000000000001,1.8,0
10.0,4.0,9.0,0.03899999999999998,0.08700000000000002,-5.0,-0.07000000000000006,-0.22999999999999998,-11.57,1
6.0,2.0,6.0,0.020999999999999963,0.07500000000000001,8.0,0.0,0.18999999999999995,1.5900000000000007,1
-3.0,-1.0,0.0,-0.010000000000000009,-0.04300000000000004,1.0,0.050000000000000044,0.22999999999999998,-13.29,0
-3.0,1.0,-3.0,0.010000000000000009,0.04200000000000004,-1.0,-0.030000000000000027,0.28,6.75,1
-5.0,1.0,-9.0,0.023999999999999966,0.04899999999999999,4.0,0.07999999999999996,0.21999999999999997,-9.0,1
-2.0,0.0,-2.0,-0.0050000000000000044,0.04500000000000004,-10.0,-0.12,0.27,1.35,0
0.0,-2.0,-2.0,0.013000000000000012,-0.02799999999999997,1.0,-0.020000000000000018,-0.31000000000000005,-0.5999999999999996,1
1.0,-1.0,3.0,-0.05299999999999999,-0.10199999999999998,7.0,0.030000000000000027,0.1100000000000001,0.0,0
-4.0,-2.0,-1.0,0.01799999999999996,0.0010000000000000009,6.0,-0.10999999999999999,-0.10000000000000009,3.18,0
-5.0,-2.0,10.0,-0.014000000000000012,-0.050000000000000044,-3.0,-0.050000000000000044,0.25,11.71,0
-8.0,-6.0,0.0,0.0040000000000000036,-0.08100000000000002,0.0,0.06999999999999995,-0.21999999999999997,14.58,0
5.0,2.0,6.0,0.030999999999999972,0.07200000000000001,6.0,0.010000000000000009,0.1399999999999999,-8.319999999999999,1
2.0,-1.0,-3.0,0.01699999999999996,-0.0020000000000000018,2.0,-0.05999999999999994,-0.10000000000000009,1.88,1
8.0,1.0,-4.0,0.0030000000000000027,-0.017000000000000015,3.0,0.0,0.15999999999999992,-0.30000000000000004,1
0.0,0.0,5.0,-0.0010000000000000009,0.041000000000000036,1.0,0.08999999999999997,0.24,-0.17000000000000015,1
2.0,0.0,-11.0,-0.05199999999999999,-0.08099999999999996,0.0,-0.040000000000000036,0.13000000000000012,0.0,1
6.0,1.0,0.0,0.02400000000000002,0.07,1.0,-0.09999999999999998,0.17999999999999994,-3.0,1
0.0,0.0,1.0,-0.01699999999999996,0.026000000000000023,1.0,0.020000000000000018,-0.3700000000000001,0.0,1
3.0,0.0,-5.0,0.017000000000000015,0.050000000000000044,3.0,-0.020000000000000018,-0.26,-6.0,1
-4.0,-1.0,-7.0,0.04099999999999998,0.08600000000000002,-2.0,-0.039999999999999925,0.14000000000000012,-2.25,0
-2.0,-2.0,5.0,-0.0010000000000000009,-0.08100000000000002,2.0,-0.08000000000000007,-0.1399999999999999,-1.3199999999999998,0
5.0,0.0,7.0,-0.04500000000000004,-0.063,2.0,0.040000000000000036,-0.10999999999999988,-3.0,1
9.0,2.0,4.0,0.0040000000000000036,-0.13,7.0,0.050000000000000044,-0.3699999999999999,-7.970000000000001,1
2.0,1.0,0.0,-0.061000000000000054,-0.10399999999999998,1.0,0.07999999999999996,0.13000000000000012,-8.31,0
6.0,0.0,17.0,0.010999999999999954,0.034999999999999976,-6.0,-0.040000000000000036,0.0,-3.6,1
7.0,2.0,-1.0,0.046999999999999986,0.065,9.0,0.08999999999999997,-0.40000000000000013,-9.64,1
-2.0,2.0,-12.0,0.02999999999999997,-0.026000000000000023,0.0,0.010000000000000009,0.20000000000000018,-4.95,1
-6.0,0.0,-5.0,0.025000000000000022,0.05099999999999999,-1.0,0.010000000000000009,-0.13000000000000012,2.84,0
0.0,-1.0,-4.0,0.018000000000000016,0.04999999999999999,5.0,0.030000000000000027,0.32000000000000006,0.0,0
4.0,1.0,14.0,-0.026000000000000023,0.05299999999999999,2.0,0.030000000000000027,-0.17999999999999994,-4.5,1
8.0,2.0,5.0,-0.026000000000000023,-0.0020000000000000018,-6.0,0.040000000000000036,0.1499999999999999,-11.7,1
-1.0,-1.0,3.0,-0.059,-0.10299999999999998,4.0,-0.020000000000000018,0.15999999999999992,1.8,0
1.0,0.0,3.0,0.011999999999999955,0.032999999999999974,5.0,-0.039999999999999925,0.0,3.9800000000000004,0
5.0,0.0,-11.0,0.04299999999999998,0.09100000000000003,4.0,-0.010000000000000009,0.09000000000000008,-12.15,1
3.0,-1.0,-7.0,0.020000000000000018,0.05499999999999999,3.0,-0.12,0.28,-1.31,1
-6.0,1.0,-14.0,-0.03300000000000003,0.020000000000000018,-3.0,0.05999999999999994,0.32999999999999985,1.0300000000000002,1
-3.0,-2.0,0.0,0.013000000000000012,0.028000000000000025,2.0,0.030000000000000027,-0.22999999999999998,-3.6,0
-3.0,1.0,-9.0,-0.05099999999999999,-0.063,2.0,-0.10999999999999999,-0.07000000000000006,3.86,1
4.0,1.0,-1.0,0.0040000000000000036,-0.05199999999999999,0.0,0.040000000000000036,-0.1499999999999999,-5.220000000000001,1
3.0,0.0,8.0,0.031000000000000028,0.07400000000000001,8.0,0.10999999999999999,0.1200000000000001,-3.17,1
0.0,0.0,2.0,-0.009999999999999953,0.027000000000000024,2.0,-0.050000000000000044,-0.3500000000000001,-4.2,1
-5.0,-1.0,-5.0,0.0,-0.134,0.0,0.020000000000000018,-0.31999999999999984,6.75,0
4.0,-1.0,13.0,0.035999999999999976,0.055999999999999994,-1.0,0.08000000000000007,-0.20000000000000018,4.5,1
-1.0,2.0,-6.0,0.04800000000000004,0.07400000000000001,1.0,0.030000000000000027,-0.3899999999999999,-3.18,1
-15.0,-4.0,-11.0,-0.043999999999999984,0.0040000000000000036,-3.0,-0.039999999999999925,-0.040000000000000036,1.8,0
2.0,1.0,-2.0,0.03799999999999998,-0.0030000000000000027,0.0,0.09000000000000008,0.14000000000000012,-10.98,1
-7.0,1.0,-4.0,-0.041000000000000036,0.013000000000000012,-8.0,0.020000000000000018,0.3599999999999999,-3.3400000000000003,0
2.0,-1.0,5.0,0.04299999999999998,0.08599999999999997,5.0,0.020000000000000018,0.08000000000000007,0.9499999999999993,0
-4.0,-1.0,-1.0,0.020000000000000018,0.05399999999999999,-5.0,-0.019999999999999907,0.15000000000000013,4.83,0
4.0,0.0,6.0,-0.0010000000000000009,0.030000000000000027,2.0,0.12,-0.38,-8.31,1
